date,entity,iso_code,indicator,value
2021-03-08,Slovakia,SVK,Daily ICU occupancy,593.0
2021-03-08,Slovakia,SVK,Daily ICU occupancy per million,105.077
2021-03-08,Slovakia,SVK,Daily hospital occupancy,3758.0
2021-03-08,Slovakia,SVK,Daily hospital occupancy per million,665.904
2021-03-09,Slovakia,SVK,Daily ICU occupancy,584.0
2021-03-09,Slovakia,SVK,Daily ICU occupancy per million,103.483
2021-03-09,Slovakia,SVK,Daily hospital occupancy,3682.0
2021-03-09,Slovakia,SVK,Daily hospital occupancy per million,652.437
2021-03-10,Slovakia,SVK,Daily ICU occupancy,573.0
2021-03-10,Slovakia,SVK,Daily ICU occupancy per million,101.534
2021-03-10,Slovakia,SVK,Daily hospital occupancy,3640.0
2021-03-10,Slovakia,SVK,Daily hospital occupancy per million,644.995
2021-03-11,Slovakia,SVK,Daily ICU occupancy,575.0
2021-03-11,Slovakia,SVK,Daily ICU occupancy per million,101.888
2021-03-11,Slovakia,SVK,Daily hospital occupancy,3621.0
2021-03-11,Slovakia,SVK,Daily hospital occupancy per million,641.628
2021-03-12,Slovakia,SVK,Daily ICU occupancy,573.0
2021-03-12,Slovakia,SVK,Daily ICU occupancy per million,101.534
2021-03-12,Slovakia,SVK,Daily hospital occupancy,3493.0
2021-03-12,Slovakia,SVK,Daily hospital occupancy per million,618.947
2021-03-13,Slovakia,SVK,Daily ICU occupancy,593.0
2021-03-13,Slovakia,SVK,Daily ICU occupancy per million,105.077
2021-03-13,Slovakia,SVK,Daily hospital occupancy,3566.0
2021-03-13,Slovakia,SVK,Daily hospital occupancy per million,631.882
2021-03-14,Slovakia,SVK,Daily ICU occupancy,609.0
2021-03-14,Slovakia,SVK,Daily ICU occupancy per million,107.913
2021-03-14,Slovakia,SVK,Daily hospital occupancy,3712.0
2021-03-14,Slovakia,SVK,Daily hospital occupancy per million,657.753
2021-03-14,Slovakia,SVK,Weekly new ICU admissions,115.0
2021-03-14,Slovakia,SVK,Weekly new ICU admissions per million,20.424
2021-03-14,Slovakia,SVK,Weekly new hospital admissions,1099.0
2021-03-14,Slovakia,SVK,Weekly new hospital admissions per million,194.675
2021-03-15,Slovakia,SVK,Daily ICU occupancy,603.0
2021-03-15,Slovakia,SVK,Daily ICU occupancy per million,106.849
2021-03-15,Slovakia,SVK,Daily hospital occupancy,3608.0
2021-03-15,Slovakia,SVK,Daily hospital occupancy per million,639.325
2021-03-16,Slovakia,SVK,Daily ICU occupancy,615.0
2021-03-16,Slovakia,SVK,Daily ICU occupancy per million,108.976
2021-03-16,Slovakia,SVK,Daily hospital occupancy,3547.0
2021-03-16,Slovakia,SVK,Daily hospital occupancy per million,628.516
2021-03-17,Slovakia,SVK,Daily ICU occupancy,598.0
2021-03-17,Slovakia,SVK,Daily ICU occupancy per million,105.963
2021-03-17,Slovakia,SVK,Daily hospital occupancy,3527.0
2021-03-17,Slovakia,SVK,Daily hospital occupancy per million,624.972
2021-03-18,Slovakia,SVK,Daily ICU occupancy,596.0
2021-03-18,Slovakia,SVK,Daily ICU occupancy per million,105.609
2021-03-18,Slovakia,SVK,Daily hospital occupancy,3476.0
2021-03-18,Slovakia,SVK,Daily hospital occupancy per million,615.935
2021-03-19,Slovakia,SVK,Daily ICU occupancy,568.0
2021-03-19,Slovakia,SVK,Daily ICU occupancy per million,100.648
2021-03-19,Slovakia,SVK,Daily hospital occupancy,3272.0
2021-03-19,Slovakia,SVK,Daily hospital occupancy per million,579.787
2021-03-20,Slovakia,SVK,Daily ICU occupancy,586.0
2021-03-20,Slovakia,SVK,Daily ICU occupancy per million,103.837
2021-03-20,Slovakia,SVK,Daily hospital occupancy,3367.0
2021-03-20,Slovakia,SVK,Daily hospital occupancy per million,596.62
2021-03-21,Slovakia,SVK,Daily ICU occupancy,586.0
2021-03-21,Slovakia,SVK,Daily ICU occupancy per million,103.837
2021-03-21,Slovakia,SVK,Daily hospital occupancy,3460.0
2021-03-21,Slovakia,SVK,Daily hospital occupancy per million,613.1
2021-03-21,Slovakia,SVK,Weekly new ICU admissions,99.0
2021-03-21,Slovakia,SVK,Weekly new ICU admissions per million,17.48
2021-03-21,Slovakia,SVK,Weekly new hospital admissions,937.0
2021-03-21,Slovakia,SVK,Weekly new hospital admissions per million,165.97
2021-03-22,Slovakia,SVK,Daily ICU occupancy,565.0
2021-03-22,Slovakia,SVK,Daily ICU occupancy per million,100.116
2021-03-22,Slovakia,SVK,Daily hospital occupancy,3396.0
2021-03-22,Slovakia,SVK,Daily hospital occupancy per million,601.759
2021-03-23,Slovakia,SVK,Daily ICU occupancy,557.0
2021-03-23,Slovakia,SVK,Daily ICU occupancy per million,98.698
2021-03-23,Slovakia,SVK,Daily hospital occupancy,3374.0
2021-03-23,Slovakia,SVK,Daily hospital occupancy per million,597.861
2021-03-24,Slovakia,SVK,Daily ICU occupancy,559.0
2021-03-24,Slovakia,SVK,Daily ICU occupancy per million,99.053
2021-03-24,Slovakia,SVK,Daily hospital occupancy,3336.0
2021-03-24,Slovakia,SVK,Daily hospital occupancy per million,591.127
2021-03-25,Slovakia,SVK,Daily ICU occupancy,553.0
2021-03-25,Slovakia,SVK,Daily ICU occupancy per million,97.99
2021-03-25,Slovakia,SVK,Daily hospital occupancy,3335.0
2021-03-25,Slovakia,SVK,Daily hospital occupancy per million,590.95
2021-03-26,Slovakia,SVK,Daily ICU occupancy,539.0
2021-03-26,Slovakia,SVK,Daily ICU occupancy per million,95.509
2021-03-26,Slovakia,SVK,Daily hospital occupancy,3242.0
2021-03-26,Slovakia,SVK,Daily hospital occupancy per million,574.471
2021-03-27,Slovakia,SVK,Daily ICU occupancy,536.0
2021-03-27,Slovakia,SVK,Daily ICU occupancy per million,94.977
2021-03-27,Slovakia,SVK,Daily hospital occupancy,3276.0
2021-03-27,Slovakia,SVK,Daily hospital occupancy per million,580.495
2021-03-28,Slovakia,SVK,Daily ICU occupancy,534.0
2021-03-28,Slovakia,SVK,Daily ICU occupancy per million,94.623
2021-03-28,Slovakia,SVK,Daily hospital occupancy,3342.0
2021-03-28,Slovakia,SVK,Daily hospital occupancy per million,592.19
2021-03-28,Slovakia,SVK,Weekly new ICU admissions,73.0
2021-03-28,Slovakia,SVK,Weekly new ICU admissions per million,12.88
2021-03-28,Slovakia,SVK,Weekly new hospital admissions,868.0
2021-03-28,Slovakia,SVK,Weekly new hospital admissions per million,153.826
2021-03-29,Slovakia,SVK,Daily ICU occupancy,507.0
2021-03-29,Slovakia,SVK,Daily ICU occupancy per million,89.839
2021-03-29,Slovakia,SVK,Daily hospital occupancy,2944.0
2021-03-29,Slovakia,SVK,Daily hospital occupancy per million,521.666
2021-03-30,Slovakia,SVK,Daily ICU occupancy,524.0
2021-03-30,Slovakia,SVK,Daily ICU occupancy per million,92.851
2021-03-30,Slovakia,SVK,Daily hospital occupancy,2882.0
2021-03-30,Slovakia,SVK,Daily hospital occupancy per million,510.68
2021-03-31,Slovakia,SVK,Daily ICU occupancy,504.0
2021-03-31,Slovakia,SVK,Daily ICU occupancy per million,89.307
2021-03-31,Slovakia,SVK,Daily hospital occupancy,2692.0
2021-03-31,Slovakia,SVK,Daily hospital occupancy per million,477.013
2021-04-01,Slovakia,SVK,Daily ICU occupancy,502.0
2021-04-01,Slovakia,SVK,Daily ICU occupancy per million,88.953
2021-04-01,Slovakia,SVK,Daily hospital occupancy,2493.0
2021-04-01,Slovakia,SVK,Daily hospital occupancy per million,441.751
2021-04-02,Slovakia,SVK,Daily ICU occupancy,530.0
2021-04-02,Slovakia,SVK,Daily ICU occupancy per million,93.914
2021-04-02,Slovakia,SVK,Daily hospital occupancy,2555.0
2021-04-02,Slovakia,SVK,Daily hospital occupancy per million,452.737
2021-04-03,Slovakia,SVK,Daily ICU occupancy,530.0
2021-04-03,Slovakia,SVK,Daily ICU occupancy per million,93.914
2021-04-03,Slovakia,SVK,Daily hospital occupancy,2593.0
2021-04-03,Slovakia,SVK,Daily hospital occupancy per million,459.47
2021-04-04,Slovakia,SVK,Daily ICU occupancy,526.0
2021-04-04,Slovakia,SVK,Daily ICU occupancy per million,93.205
2021-04-04,Slovakia,SVK,Daily hospital occupancy,2654.0
2021-04-04,Slovakia,SVK,Daily hospital occupancy per million,470.279
2021-04-04,Slovakia,SVK,Weekly new ICU admissions,73.0
2021-04-04,Slovakia,SVK,Weekly new ICU admissions per million,12.88
2021-04-04,Slovakia,SVK,Weekly new hospital admissions,710.0
2021-04-04,Slovakia,SVK,Weekly new hospital admissions per million,125.858
2021-04-05,Slovakia,SVK,Daily ICU occupancy,518.0
2021-04-05,Slovakia,SVK,Daily ICU occupancy per million,91.788
2021-04-05,Slovakia,SVK,Daily hospital occupancy,2721.0
2021-04-05,Slovakia,SVK,Daily hospital occupancy per million,482.151
2021-04-06,Slovakia,SVK,Daily ICU occupancy,509.0
2021-04-06,Slovakia,SVK,Daily ICU occupancy per million,90.193
2021-04-06,Slovakia,SVK,Daily hospital occupancy,2634.0
2021-04-06,Slovakia,SVK,Daily hospital occupancy per million,466.735
2021-04-07,Slovakia,SVK,Daily ICU occupancy,486.0
2021-04-07,Slovakia,SVK,Daily ICU occupancy per million,86.117
2021-04-07,Slovakia,SVK,Daily hospital occupancy,2470.0
2021-04-07,Slovakia,SVK,Daily hospital occupancy per million,437.675
2021-04-08,Slovakia,SVK,Daily ICU occupancy,471.0
2021-04-08,Slovakia,SVK,Daily ICU occupancy per million,83.46
2021-04-08,Slovakia,SVK,Daily hospital occupancy,2365.0
2021-04-08,Slovakia,SVK,Daily hospital occupancy per million,419.07
2021-04-09,Slovakia,SVK,Daily ICU occupancy,456.0
2021-04-09,Slovakia,SVK,Daily ICU occupancy per million,80.802
2021-04-09,Slovakia,SVK,Daily hospital occupancy,2217.0
2021-04-09,Slovakia,SVK,Daily hospital occupancy per million,392.844
2021-04-10,Slovakia,SVK,Daily ICU occupancy,468.0
2021-04-10,Slovakia,SVK,Daily ICU occupancy per million,82.928
2021-04-10,Slovakia,SVK,Daily hospital occupancy,2259.0
2021-04-10,Slovakia,SVK,Daily hospital occupancy per million,400.287
2021-04-11,Slovakia,SVK,Daily ICU occupancy,461.0
2021-04-11,Slovakia,SVK,Daily ICU occupancy per million,81.688
2021-04-11,Slovakia,SVK,Daily hospital occupancy,2299.0
2021-04-11,Slovakia,SVK,Daily hospital occupancy per million,407.375
2021-04-11,Slovakia,SVK,Weekly new ICU admissions,59.0
2021-04-11,Slovakia,SVK,Weekly new ICU admissions per million,10.488
2021-04-11,Slovakia,SVK,Weekly new hospital admissions,585.0
2021-04-11,Slovakia,SVK,Weekly new hospital admissions per million,103.593
2021-04-12,Slovakia,SVK,Daily ICU occupancy,427.0
2021-04-12,Slovakia,SVK,Daily ICU occupancy per million,75.663
2021-04-12,Slovakia,SVK,Daily hospital occupancy,2181.0
2021-04-12,Slovakia,SVK,Daily hospital occupancy per million,386.465
2021-04-13,Slovakia,SVK,Daily ICU occupancy,428.0
2021-04-13,Slovakia,SVK,Daily ICU occupancy per million,75.84
2021-04-13,Slovakia,SVK,Daily hospital occupancy,2092.0
2021-04-13,Slovakia,SVK,Daily hospital occupancy per million,370.695
2021-04-14,Slovakia,SVK,Daily ICU occupancy,414.0
2021-04-14,Slovakia,SVK,Daily ICU occupancy per million,73.359
2021-04-14,Slovakia,SVK,Daily hospital occupancy,1973.0
2021-04-14,Slovakia,SVK,Daily hospital occupancy per million,349.609
2021-04-15,Slovakia,SVK,Daily ICU occupancy,394.0
2021-04-15,Slovakia,SVK,Daily ICU occupancy per million,69.815
2021-04-15,Slovakia,SVK,Daily hospital occupancy,1890.0
2021-04-15,Slovakia,SVK,Daily hospital occupancy per million,334.901
2021-04-16,Slovakia,SVK,Daily ICU occupancy,376.0
2021-04-16,Slovakia,SVK,Daily ICU occupancy per million,66.626
2021-04-16,Slovakia,SVK,Daily hospital occupancy,1763.0
2021-04-16,Slovakia,SVK,Daily hospital occupancy per million,312.397
2021-04-17,Slovakia,SVK,Daily ICU occupancy,384.0
2021-04-17,Slovakia,SVK,Daily ICU occupancy per million,68.043
2021-04-17,Slovakia,SVK,Daily hospital occupancy,1796.0
2021-04-17,Slovakia,SVK,Daily hospital occupancy per million,318.245
2021-04-18,Slovakia,SVK,Daily ICU occupancy,367.0
2021-04-18,Slovakia,SVK,Daily ICU occupancy per million,65.031
2021-04-18,Slovakia,SVK,Daily hospital occupancy,1827.0
2021-04-18,Slovakia,SVK,Daily hospital occupancy per million,323.738
2021-04-18,Slovakia,SVK,Weekly new ICU admissions,50.0
2021-04-18,Slovakia,SVK,Weekly new ICU admissions per million,8.832
2021-04-18,Slovakia,SVK,Weekly new hospital admissions,488.0
2021-04-18,Slovakia,SVK,Weekly new hospital admissions per million,86.481
2021-04-19,Slovakia,SVK,Daily ICU occupancy,358.0
2021-04-19,Slovakia,SVK,Daily ICU occupancy per million,63.436
2021-04-19,Slovakia,SVK,Daily hospital occupancy,1717.0
2021-04-19,Slovakia,SVK,Daily hospital occupancy per million,304.246
2021-04-20,Slovakia,SVK,Daily ICU occupancy,347.0
2021-04-20,Slovakia,SVK,Daily ICU occupancy per million,61.487
2021-04-20,Slovakia,SVK,Daily hospital occupancy,1614.0
2021-04-20,Slovakia,SVK,Daily hospital occupancy per million,285.995
2021-04-21,Slovakia,SVK,Daily ICU occupancy,350.0
2021-04-21,Slovakia,SVK,Daily ICU occupancy per million,62.019
2021-04-21,Slovakia,SVK,Daily hospital occupancy,1550.0
2021-04-21,Slovakia,SVK,Daily hospital occupancy per million,274.654
2021-04-22,Slovakia,SVK,Daily ICU occupancy,341.0
2021-04-22,Slovakia,SVK,Daily ICU occupancy per million,60.424
2021-04-22,Slovakia,SVK,Daily hospital occupancy,1494.0
2021-04-22,Slovakia,SVK,Daily hospital occupancy per million,264.731
2021-04-23,Slovakia,SVK,Daily ICU occupancy,318.0
2021-04-23,Slovakia,SVK,Daily ICU occupancy per million,56.348
2021-04-23,Slovakia,SVK,Daily hospital occupancy,1433.0
2021-04-23,Slovakia,SVK,Daily hospital occupancy per million,253.922
2021-04-24,Slovakia,SVK,Daily ICU occupancy,328.0
2021-04-24,Slovakia,SVK,Daily ICU occupancy per million,58.12
2021-04-24,Slovakia,SVK,Daily hospital occupancy,1473.0
2021-04-24,Slovakia,SVK,Daily hospital occupancy per million,261.01
2021-04-25,Slovakia,SVK,Daily ICU occupancy,321.0
2021-04-25,Slovakia,SVK,Daily ICU occupancy per million,56.88
2021-04-25,Slovakia,SVK,Daily hospital occupancy,1499.0
2021-04-25,Slovakia,SVK,Daily hospital occupancy per million,265.617
2021-04-25,Slovakia,SVK,Weekly new ICU admissions,38.0
2021-04-25,Slovakia,SVK,Weekly new ICU admissions per million,6.808
2021-04-25,Slovakia,SVK,Weekly new hospital admissions,391.0
2021-04-25,Slovakia,SVK,Weekly new hospital admissions per million,69.369
2021-04-26,Slovakia,SVK,Daily ICU occupancy,308.0
2021-04-26,Slovakia,SVK,Daily ICU occupancy per million,54.576
2021-04-26,Slovakia,SVK,Daily hospital occupancy,1404.0
2021-04-26,Slovakia,SVK,Daily hospital occupancy per million,248.784
2021-04-27,Slovakia,SVK,Daily ICU occupancy,313.0
2021-04-27,Slovakia,SVK,Daily ICU occupancy per million,55.462
2021-04-27,Slovakia,SVK,Daily hospital occupancy,1357.0
2021-04-27,Slovakia,SVK,Daily hospital occupancy per million,240.456
2021-04-28,Slovakia,SVK,Daily ICU occupancy,295.0
2021-04-28,Slovakia,SVK,Daily ICU occupancy per million,52.273
2021-04-28,Slovakia,SVK,Daily hospital occupancy,1291.0
2021-04-28,Slovakia,SVK,Daily hospital occupancy per million,228.761
2021-04-29,Slovakia,SVK,Daily ICU occupancy,283.0
2021-04-29,Slovakia,SVK,Daily ICU occupancy per million,50.147
2021-04-29,Slovakia,SVK,Daily hospital occupancy,1259.0
2021-04-29,Slovakia,SVK,Daily hospital occupancy per million,223.09
2021-04-30,Slovakia,SVK,Daily ICU occupancy,285.0
2021-04-30,Slovakia,SVK,Daily ICU occupancy per million,50.501
2021-04-30,Slovakia,SVK,Daily hospital occupancy,1180.0
2021-04-30,Slovakia,SVK,Daily hospital occupancy per million,209.092
2021-05-01,Slovakia,SVK,Daily ICU occupancy,285.0
2021-05-01,Slovakia,SVK,Daily ICU occupancy per million,50.501
2021-05-01,Slovakia,SVK,Daily hospital occupancy,1199.0
2021-05-01,Slovakia,SVK,Daily hospital occupancy per million,212.459
2021-05-02,Slovakia,SVK,Daily ICU occupancy,286.0
2021-05-02,Slovakia,SVK,Daily ICU occupancy per million,50.678
2021-05-02,Slovakia,SVK,Daily hospital occupancy,1225.0
2021-05-02,Slovakia,SVK,Daily hospital occupancy per million,217.066
2021-05-02,Slovakia,SVK,Weekly new ICU admissions,31.0
2021-05-02,Slovakia,SVK,Weekly new ICU admissions per million,5.52
2021-05-02,Slovakia,SVK,Weekly new hospital admissions,316.0
2021-05-02,Slovakia,SVK,Weekly new hospital admissions per million,55.937
2021-05-03,Slovakia,SVK,Daily ICU occupancy,285.0
2021-05-03,Slovakia,SVK,Daily ICU occupancy per million,50.501
2021-05-03,Slovakia,SVK,Daily hospital occupancy,1176.0
2021-05-03,Slovakia,SVK,Daily hospital occupancy per million,208.383
2021-05-04,Slovakia,SVK,Daily ICU occupancy,260.0
2021-05-04,Slovakia,SVK,Daily ICU occupancy per million,46.071
2021-05-04,Slovakia,SVK,Daily hospital occupancy,1130.0
2021-05-04,Slovakia,SVK,Daily hospital occupancy per million,200.232
2021-05-05,Slovakia,SVK,Daily ICU occupancy,253.0
2021-05-05,Slovakia,SVK,Daily ICU occupancy per million,44.831
2021-05-05,Slovakia,SVK,Daily hospital occupancy,1071.0
2021-05-05,Slovakia,SVK,Daily hospital occupancy per million,189.777
2021-05-06,Slovakia,SVK,Daily ICU occupancy,247.0
2021-05-06,Slovakia,SVK,Daily ICU occupancy per million,43.768
2021-05-06,Slovakia,SVK,Daily hospital occupancy,1016.0
2021-05-06,Slovakia,SVK,Daily hospital occupancy per million,180.032
2021-05-07,Slovakia,SVK,Daily ICU occupancy,238.0
2021-05-07,Slovakia,SVK,Daily ICU occupancy per million,42.173
2021-05-07,Slovakia,SVK,Daily hospital occupancy,980.0
2021-05-07,Slovakia,SVK,Daily hospital occupancy per million,173.652
2021-05-08,Slovakia,SVK,Daily ICU occupancy,246.0
2021-05-08,Slovakia,SVK,Daily ICU occupancy per million,43.59
2021-05-08,Slovakia,SVK,Daily hospital occupancy,1001.0
2021-05-08,Slovakia,SVK,Daily hospital occupancy per million,177.374
2021-05-09,Slovakia,SVK,Daily ICU occupancy,241.0
2021-05-09,Slovakia,SVK,Daily ICU occupancy per million,42.704
2021-05-09,Slovakia,SVK,Daily hospital occupancy,1031.0
2021-05-09,Slovakia,SVK,Daily hospital occupancy per million,182.69
2021-05-09,Slovakia,SVK,Weekly new ICU admissions,25.0
2021-05-09,Slovakia,SVK,Weekly new ICU admissions per million,4.416
2021-05-09,Slovakia,SVK,Weekly new hospital admissions,232.0
2021-05-09,Slovakia,SVK,Weekly new hospital admissions per million,41.033
2021-05-10,Slovakia,SVK,Daily ICU occupancy,222.0
2021-05-10,Slovakia,SVK,Daily ICU occupancy per million,39.338
2021-05-10,Slovakia,SVK,Daily hospital occupancy,949.0
2021-05-10,Slovakia,SVK,Daily hospital occupancy per million,168.159
2021-05-11,Slovakia,SVK,Daily ICU occupancy,216.0
2021-05-11,Slovakia,SVK,Daily ICU occupancy per million,38.274
2021-05-11,Slovakia,SVK,Daily hospital occupancy,890.0
2021-05-11,Slovakia,SVK,Daily hospital occupancy per million,157.705
2021-05-12,Slovakia,SVK,Daily ICU occupancy,200.0
2021-05-12,Slovakia,SVK,Daily ICU occupancy per million,35.439
2021-05-12,Slovakia,SVK,Daily hospital occupancy,850.0
2021-05-12,Slovakia,SVK,Daily hospital occupancy per million,150.617
2021-05-13,Slovakia,SVK,Daily ICU occupancy,189.0
2021-05-13,Slovakia,SVK,Daily ICU occupancy per million,33.49
2021-05-13,Slovakia,SVK,Daily hospital occupancy,805.0
2021-05-13,Slovakia,SVK,Daily hospital occupancy per million,142.643
2021-05-14,Slovakia,SVK,Daily ICU occupancy,185.0
2021-05-14,Slovakia,SVK,Daily ICU occupancy per million,32.781
2021-05-14,Slovakia,SVK,Daily hospital occupancy,753.0
2021-05-14,Slovakia,SVK,Daily hospital occupancy per million,133.429
2021-05-15,Slovakia,SVK,Daily ICU occupancy,186.0
2021-05-15,Slovakia,SVK,Daily ICU occupancy per million,32.959
2021-05-15,Slovakia,SVK,Daily hospital occupancy,761.0
2021-05-15,Slovakia,SVK,Daily hospital occupancy per million,134.846
2021-05-16,Slovakia,SVK,Daily ICU occupancy,181.0
2021-05-16,Slovakia,SVK,Daily ICU occupancy per million,32.073
2021-05-16,Slovakia,SVK,Daily hospital occupancy,779.0
2021-05-16,Slovakia,SVK,Daily hospital occupancy per million,138.036
2021-05-16,Slovakia,SVK,Weekly new ICU admissions,35.0
2021-05-16,Slovakia,SVK,Weekly new ICU admissions per million,6.256
2021-05-16,Slovakia,SVK,Weekly new hospital admissions,216.0
2021-05-16,Slovakia,SVK,Weekly new hospital admissions per million,38.272
2021-05-17,Slovakia,SVK,Daily ICU occupancy,172.0
2021-05-17,Slovakia,SVK,Daily ICU occupancy per million,30.478
2021-05-17,Slovakia,SVK,Daily hospital occupancy,741.0
2021-05-17,Slovakia,SVK,Daily hospital occupancy per million,131.303
2021-05-18,Slovakia,SVK,Daily ICU occupancy,167.0
2021-05-18,Slovakia,SVK,Daily ICU occupancy per million,29.592
2021-05-18,Slovakia,SVK,Daily hospital occupancy,696.0
2021-05-18,Slovakia,SVK,Daily hospital occupancy per million,123.329
2021-05-19,Slovakia,SVK,Daily ICU occupancy,157.0
2021-05-19,Slovakia,SVK,Daily ICU occupancy per million,27.82
2021-05-19,Slovakia,SVK,Daily hospital occupancy,631.0
2021-05-19,Slovakia,SVK,Daily hospital occupancy per million,111.811
2021-05-20,Slovakia,SVK,Daily ICU occupancy,153.0
2021-05-20,Slovakia,SVK,Daily ICU occupancy per million,27.111
2021-05-20,Slovakia,SVK,Daily hospital occupancy,604.0
2021-05-20,Slovakia,SVK,Daily hospital occupancy per million,107.027
2021-05-21,Slovakia,SVK,Daily ICU occupancy,146.0
2021-05-21,Slovakia,SVK,Daily ICU occupancy per million,25.871
2021-05-21,Slovakia,SVK,Daily hospital occupancy,560.0
2021-05-21,Slovakia,SVK,Daily hospital occupancy per million,99.23
2021-05-22,Slovakia,SVK,Daily ICU occupancy,142.0
2021-05-22,Slovakia,SVK,Daily ICU occupancy per million,25.162
2021-05-22,Slovakia,SVK,Daily hospital occupancy,559.0
2021-05-22,Slovakia,SVK,Daily hospital occupancy per million,99.053
2021-05-23,Slovakia,SVK,Daily ICU occupancy,142.0
2021-05-23,Slovakia,SVK,Daily ICU occupancy per million,25.162
2021-05-23,Slovakia,SVK,Daily hospital occupancy,564.0
2021-05-23,Slovakia,SVK,Daily hospital occupancy per million,99.939
2021-05-23,Slovakia,SVK,Weekly new ICU admissions,7.0
2021-05-23,Slovakia,SVK,Weekly new ICU admissions per million,1.288
2021-05-23,Slovakia,SVK,Weekly new hospital admissions,137.0
2021-05-23,Slovakia,SVK,Weekly new hospital admissions per million,24.288
2021-05-24,Slovakia,SVK,Daily ICU occupancy,135.0
2021-05-24,Slovakia,SVK,Daily ICU occupancy per million,23.922
2021-05-24,Slovakia,SVK,Daily hospital occupancy,517.0
2021-05-24,Slovakia,SVK,Daily hospital occupancy per million,91.611
2021-05-25,Slovakia,SVK,Daily ICU occupancy,128.0
2021-05-25,Slovakia,SVK,Daily ICU occupancy per million,22.681
2021-05-25,Slovakia,SVK,Daily hospital occupancy,477.0
2021-05-25,Slovakia,SVK,Daily hospital occupancy per million,84.523
2021-05-26,Slovakia,SVK,Daily ICU occupancy,120.0
2021-05-26,Slovakia,SVK,Daily ICU occupancy per million,21.264
2021-05-26,Slovakia,SVK,Daily hospital occupancy,447.0
2021-05-26,Slovakia,SVK,Daily hospital occupancy per million,79.207
2021-05-27,Slovakia,SVK,Daily ICU occupancy,112.0
2021-05-27,Slovakia,SVK,Daily ICU occupancy per million,19.846
2021-05-27,Slovakia,SVK,Daily hospital occupancy,429.0
2021-05-27,Slovakia,SVK,Daily hospital occupancy per million,76.017
2021-05-28,Slovakia,SVK,Daily ICU occupancy,105.0
2021-05-28,Slovakia,SVK,Daily ICU occupancy per million,18.606
2021-05-28,Slovakia,SVK,Daily hospital occupancy,377.0
2021-05-28,Slovakia,SVK,Daily hospital occupancy per million,66.803
2021-05-29,Slovakia,SVK,Daily ICU occupancy,97.0
2021-05-29,Slovakia,SVK,Daily ICU occupancy per million,17.188
2021-05-29,Slovakia,SVK,Daily hospital occupancy,386.0
2021-05-29,Slovakia,SVK,Daily hospital occupancy per million,68.398
2021-05-30,Slovakia,SVK,Daily ICU occupancy,96.0
2021-05-30,Slovakia,SVK,Daily ICU occupancy per million,17.011
2021-05-30,Slovakia,SVK,Daily hospital occupancy,380.0
2021-05-30,Slovakia,SVK,Daily hospital occupancy per million,67.335
2021-05-30,Slovakia,SVK,Weekly new ICU admissions,10.0
2021-05-30,Slovakia,SVK,Weekly new ICU admissions per million,1.84
2021-05-30,Slovakia,SVK,Weekly new hospital admissions,120.0
2021-05-30,Slovakia,SVK,Weekly new hospital admissions per million,21.344
2021-05-31,Slovakia,SVK,Daily ICU occupancy,95.0
2021-05-31,Slovakia,SVK,Daily ICU occupancy per million,16.834
2021-05-31,Slovakia,SVK,Daily hospital occupancy,356.0
2021-05-31,Slovakia,SVK,Daily hospital occupancy per million,63.082
2021-06-01,Slovakia,SVK,Daily ICU occupancy,92.0
2021-06-01,Slovakia,SVK,Daily ICU occupancy per million,16.302
2021-06-01,Slovakia,SVK,Daily hospital occupancy,344.0
2021-06-01,Slovakia,SVK,Daily hospital occupancy per million,60.956
2021-06-02,Slovakia,SVK,Daily ICU occupancy,85.0
2021-06-02,Slovakia,SVK,Daily ICU occupancy per million,15.062
2021-06-02,Slovakia,SVK,Daily hospital occupancy,322.0
2021-06-02,Slovakia,SVK,Daily hospital occupancy per million,57.057
2021-06-03,Slovakia,SVK,Daily ICU occupancy,83.0
2021-06-03,Slovakia,SVK,Daily ICU occupancy per million,14.707
2021-06-03,Slovakia,SVK,Daily hospital occupancy,318.0
2021-06-03,Slovakia,SVK,Daily hospital occupancy per million,56.348
2021-06-04,Slovakia,SVK,Daily ICU occupancy,76.0
2021-06-04,Slovakia,SVK,Daily ICU occupancy per million,13.467
2021-06-04,Slovakia,SVK,Daily hospital occupancy,285.0
2021-06-04,Slovakia,SVK,Daily hospital occupancy per million,50.501
2021-06-05,Slovakia,SVK,Daily ICU occupancy,70.0
2021-06-05,Slovakia,SVK,Daily ICU occupancy per million,12.404
2021-06-05,Slovakia,SVK,Daily hospital occupancy,299.0
2021-06-05,Slovakia,SVK,Daily hospital occupancy per million,52.982
2021-06-06,Slovakia,SVK,Daily ICU occupancy,70.0
2021-06-06,Slovakia,SVK,Daily ICU occupancy per million,12.404
2021-06-06,Slovakia,SVK,Daily hospital occupancy,307.0
2021-06-06,Slovakia,SVK,Daily hospital occupancy per million,54.399
2021-06-06,Slovakia,SVK,Weekly new ICU admissions,10.0
2021-06-06,Slovakia,SVK,Weekly new ICU admissions per million,1.84
2021-06-06,Slovakia,SVK,Weekly new hospital admissions,104.0
2021-06-06,Slovakia,SVK,Weekly new hospital admissions per million,18.4
2021-06-07,Slovakia,SVK,Daily ICU occupancy,70.0
2021-06-07,Slovakia,SVK,Daily ICU occupancy per million,12.404
2021-06-07,Slovakia,SVK,Daily hospital occupancy,288.0
2021-06-07,Slovakia,SVK,Daily hospital occupancy per million,51.033
